"","chr22"
"72923",611632
"72924",611645
"72925",611650
"72926",611662
"72927",611701
"72928",611715
"72929",611718
"72930",611721
"72931",611727
"72932",611737
"72933",611744
"72934",611746
"72935",611750
"72936",611752
"72937",611753
"72938",611754
"72939",611783
"72940",611786
"72941",611806
"72942",611825
"72943",611855
"72944",611870
"72945",611881
"72946",611884
"72947",611888
"72948",611895
"72949",611915
"72950",611918
"72951",611939
"72952",611948
"72953",611962
"72954",611972
"72955",611978
"72956",611989
"72957",611990
"72958",611996
"72959",612008
"72960",612015
"72961",612020
"72962",612024
"72963",612027
"72964",612036
"72965",612037
"72966",612046
"72967",612054
"72968",612073
"72969",612082
"72970",612093
"72971",612097
"72972",612106
"72973",612127
"72974",612128
"72975",612129
"72976",612131
"72977",612139
"72978",612145
"72979",612159
"72980",612179
"72981",612183
"72982",612185
"72983",612196
"72984",612220
"72985",612227
"72986",612231
"72987",612233
"72988",612239
"72989",612250
"72990",612255
"72991",612265
"72992",612270
"72993",612274
"72994",612276
"72995",612280
"72996",612281
"72997",612285
"72998",612287
"72999",612292
"73000",612300
"73001",612324
"73002",612347
"73003",612350
"73004",612359
"73005",612360
"73006",612362
"73007",612370
"73008",612375
"73009",612394
"73010",612399
"73011",612426
"73012",612443
"73013",612472
"73014",612474
"73015",612508
"73016",612515
"73017",612518
"73018",612534
"73019",612535
"73020",612536
"73021",612550
"73022",612554
"73023",612573
"73024",612577
"73025",612579
"73026",612594
"73027",612601
"73028",612602
"73029",612603
"73030",612606
"73031",612607
"73032",612612
"73033",612619
"73034",612621
"73035",612629
"73036",612630
"73037",612640
"73038",612641
"73039",612648
"73040",612661
"73041",612666
"73042",612669
"73043",612685
"73044",612700
"73045",612704
"73046",612721
"73047",612726
"73048",612729
"73049",612736
"73050",612756
"73051",612761
"73052",612774
"73053",612776
"73054",612783
"73055",612787
"73056",612790
"73057",612793
"73058",612802
"73059",612804
"73060",612811
"73061",612813
"73062",612822
"73063",612834
"73064",612845
"73065",612849
"73066",612854
"73067",612867
"73068",612888
"73069",612900
"73070",612912
"73071",612915
"73072",612916
"73073",612922
"73074",612927
"73075",612929
"73076",612937
"73077",612945
"73078",612957
"73079",612958
"73080",612964
"73081",612981
"73082",612991
"73083",613018
"73084",613025
"73085",613026
"73086",613034
"73087",613044
"73088",613047
"73089",613048
"73090",613051
"73091",613101
"73092",613141
"73093",613149
"73094",613163
"73095",613168
"73096",613173
"73097",613176
"73098",613179
"73099",613184
"73100",613188
"73101",613192
"73102",613193
"73103",613196
"73104",613198
"73105",613242
"73106",613268
"73107",613273
"73108",613289
"73109",613294
"73110",613305
"73111",613316
"73112",613320
"73113",613327
"73114",613335
"73115",613337
"73116",613345
"73117",613355
"73118",613361
"73119",613376
"73120",613389
"73121",613392
"73122",613395
"73123",613400
"73124",613423
"73125",613424
"73126",613436
"73127",613458
"73128",613460
"73129",613481
"73130",613488
"73131",613490
"73132",613492
"73133",613505
"73134",613508
"73135",613515
"73136",613524
"73137",613526
"73138",613528
"73139",613530
"73140",613536
"73141",613553
"73142",613555
"73143",613566
"73144",613567
"73145",613573
"73146",613576
"73147",613579
"73148",613603
"73149",613609
"73150",613615
"73151",613627
"73152",613628
"73153",613640
"73154",613641
"73155",613643
"73156",613648
"73157",613653
"73158",613656
"73159",613662
"73160",613679
"73161",613683
"73162",613694
"73163",613704
"73164",613705
"73165",613710
"73166",613712
"73167",613718
"73168",613746
"73169",613772
"73170",613782
"73171",613803
"73172",613806
"73173",613810
"73174",613812
"73175",613822
"73176",613838
"73177",613841
"73178",613851
"73179",613853
"73180",613859
"73181",613860
"73182",613862
"73183",613873
"73184",613876
"73185",613892
"73186",613906
"73187",613928
"73188",613943
"73189",613946
"73190",613968
"73191",613990
"73192",613992
"73193",613999
"73194",614001
"73195",614007
"73196",614012
"73197",614037
"73198",614053
"73199",614067
"73200",614099
"73201",614101
"73202",614131
"73203",614135
"73204",614137
"73205",614142
"73206",614144
"73207",614148
"73208",614150
"73209",614162
"73210",614172
"73211",614176
"73212",614178
"73213",614190
"73214",614191
"73215",614207
"73216",614216
"73217",614223
"73218",614228
"73219",614233
"73220",614259
"73221",614275
"73222",614284
"73223",614286
"73224",614309
"73225",614311
"73226",614313
"73227",614316
"73228",614319
"73229",614322
"73230",614323
"73231",614325
"73232",614333
"73233",614344
"73234",614350
"73235",614355
"73236",614361
"73237",614370
"73238",614372
"73239",614373
"73240",614375
"73241",614398
"73242",614415
"73243",614418
"73244",614419
"73245",614425
"73246",614435
"73247",614460
"73248",614472
"73249",614476
"73250",614482
"73251",614487
"73252",614492
"73253",614494
"73254",614496
"73255",614500
"73256",614506
"73257",614517
"73258",614519
"73259",614523
"73260",614526
"73261",614532
"73262",614535
"73263",614538
"73264",614552
"73265",614611
"73266",614615
"73267",614620
"73268",614629
"73269",614632
"73270",614643
"73271",614668
"73272",614684
"73273",614706
"73274",614711
"73275",614732
"73276",614743
"73277",614756
"73278",614765
"73279",614770
"73280",614793
"73281",614794
"73282",614810
"73283",614812
"73284",614820
"73285",614830
"73286",614840
"73287",614842
"73288",614849
"73289",614861
"73290",614878
"73291",614883
"73292",614884
"73293",614889
"73294",614894
"73295",614899
"73296",614912
"73297",614929
"73298",614931
"73299",614948
"73300",614965
"73301",614979
"73302",614982
"73303",614993
"73304",614999
"73305",615002
"73306",615008
"73307",615018
"73308",615039
"73309",615040
"73310",615051
"73311",615054
"73312",615059
"73313",615070
"73314",615081
"73315",615085
"73316",615092
"73317",615121
"73318",615139
"73319",615141
"73320",615146
"73321",615162
"73322",615163
"73323",615168
"73324",615174
"73325",615176
"73326",615181
"73327",615206
"73328",615207
"73329",615208
"73330",615219
"73331",615226
"73332",615227
"73333",615239
"73334",615250
"73335",615259
"73336",615260
"73337",615263
"73338",615286
"73339",615313
"73340",615318
"73341",615323
"73342",615331
"73343",615348
"73344",615355
"73345",615365
"73346",615386
"73347",615395
"73348",615406
"73349",615419
"73350",615438
"73351",615448
"73352",615462
"73353",615471
"73354",615473
"73355",615484
"73356",615487
"73357",615491
"73358",615505
"73359",615527
"73360",615529
"73361",615531
"73362",615545
"73363",615546
"73364",615561
"73365",615562
"73366",615580
"73367",615588
"73368",615602
"73369",615623
"73370",615627
"73371",615631
"73372",615651
"73373",615661
"73374",615682
"73375",615699
"73376",615714
"73377",615720
"73378",615746
"73379",615747
"73380",615763
"73381",615764
"73382",615780
"73383",615787
"73384",615796
"73385",615798
"73386",615833
"73387",615837
"73388",615840
"73389",615845
"73390",615851
"73391",615856
"73392",615859
"73393",615861
"73394",615874
"73395",615878
"73396",615879
"73397",615881
"73398",615893
"73399",615897
"73400",615905
"73401",615913
"73402",615917
"73403",615929
"73404",615931
"73405",615945
"73406",615963
"73407",615968
"73408",615980
"73409",615983
"73410",615985
"73411",615987
"73412",615994
"73413",616003
"73414",616011
"73415",616014
"73416",616016
"73417",616018
"73418",616026
"73419",616030
"73420",616043
"73421",616048
"73422",616051
"73423",616054
"73424",616058
"73425",616061
"73426",616064
"73427",616112
"73428",616118
"73429",616124
"73430",616125
"73431",616130
"73432",616132
"73433",616141
"73434",616158
"73435",616165
"73436",616177
"73437",616188
"73438",616202
"73439",616208
"73440",616220
"73441",616241
"73442",616243
"73443",616244
"73444",616263
"73445",616314
"73446",616316
"73447",616318
"73448",616320
"73449",616339
"73450",616340
"73451",616344
"73452",616354
"73453",616373
"73454",616376
"73455",616377
"73456",616380
"73457",616422
"73458",616425
"73459",616427
"73460",616429
"73461",616432
"73462",616444
"73463",616459
"73464",616462
"73465",616491
"73466",616508
"73467",616511
"73468",616515
"73469",616516
"73470",616521
"73471",616527
"73472",616543
"73473",616552
"73474",616553
"73475",616559
"73476",616563
"73477",616580
"73478",616589
"73479",616591
"73480",616592
"73481",616593
"73482",616596
"73483",616600
"73484",616603
"73485",616619
"73486",616634
"73487",616675
"73488",616677
"73489",616693
"73490",616697
"73491",616705
"73492",616721
"73493",616734
"73494",616735
"73495",616743
"73496",616745
"73497",616758
"73498",616771
"73499",616772
"73500",616773
"73501",616785
"73502",616791
"73503",616818
"73504",616840
"73505",616844
"73506",616845
"73507",616849
"73508",616854
"73509",616860
"73510",616871
"73511",616872
"73512",616893
"73513",616920
"73514",616935
"73515",616949
"73516",616951
"73517",616956
"73518",616961
"73519",616993
"73520",617019
"73521",617044
"73522",617049
"73523",617059
"73524",617060
"73525",617085
"73526",617097
"73527",617111
"73528",617128
"73529",617130
"73530",617139
"73531",617144
"73532",617159
"73533",617169
"73534",617170
"73535",617181
"73536",617198
"73537",617209
"73538",617225
"73539",617246
"73540",617266
"73541",617287
"73542",617290
"73543",617293
"73544",617294
"73545",617301
"73546",617309
"73547",617310
"73548",617314
"73549",617318
"73550",617329
"73551",617331
"73552",617336
"73553",617346
"73554",617366
"73555",617380
"73556",617417
"73557",617422
"73558",617437
"73559",617450
"73560",617453
"73561",617462
"73562",617471
"73563",617473
"73564",617475
"73565",617479
"73566",617488
"73567",617518
"73568",617526
"73569",617540
"73570",617542
"73571",617550
"73572",617552
"73573",617572
"73574",617583
"73575",617586
"73576",617592
"73577",617621
"73578",617639
"73579",617649
"73580",617655
"73581",617665
"73582",617667
"73583",617671
"73584",617688
"73585",617692
"73586",617696
"73587",617711
"73588",617719
"73589",617749
"73590",617779
"73591",617812
"73592",617821
"73593",617850
"73594",617855
"73595",617859
"73596",617868
"73597",617877
"73598",617915
"73599",617916
"73600",617927
"73601",617934
"73602",617938
"73603",617939
"73604",617942
"73605",617951
"73606",617962
"73607",617964
"73608",617970
"73609",617972
"73610",617978
"73611",617979
"73612",617986
"73613",618000
"73614",618029
"73615",618034
"73616",618047
"73617",618072
"73618",618093
"73619",618096
"73620",618108
"73621",618111
"73622",618113
"73623",618124
"73624",618131
"73625",618135
"73626",618145
"73627",618149
"73628",618162
"73629",618176
"73630",618180
"73631",618193
"73632",618206
"73633",618210
"73634",618217
"73635",618218
"73636",618241
"73637",618243
"73638",618246
"73639",618248
"73640",618251
"73641",618252
"73642",618259
"73643",618269
"73644",618284
"73645",618285
"73646",618288
"73647",618291
"73648",618292
"73649",618297
"73650",618307
"73651",618310
"73652",618313
"73653",618316
"73654",618328
"73655",618329
"73656",618359
"73657",618369
"73658",618384
"73659",618396
"73660",618400
"73661",618421
"73662",618440
"73663",618444
"73664",618451
"73665",618453
"73666",618478
"73667",618485
"73668",618486
"73669",618489
"73670",618498
"73671",618504
"73672",618515
"73673",618521
"73674",618524
"73675",618527
"73676",618528
"73677",618530
"73678",618537
"73679",618542
"73680",618547
"73681",618555
"73682",618557
"73683",618572
"73684",618583
"73685",618594
"73686",618595
"73687",618597
"73688",618602
"73689",618616
"73690",618628
"73691",618631
"73692",618635
"73693",618638
"73694",618645
"73695",618646
"73696",618649
"73697",618662
"73698",618665
"73699",618670
"73700",618671
"73701",618688
"73702",618691
"73703",618694
"73704",618703
"73705",618708
"73706",618712
"73707",618715
"73708",618727
"73709",618734
"73710",618735
"73711",618744
"73712",618760
"73713",618767
"73714",618768
"73715",618773
"73716",618779
"73717",618795
"73718",618797
"73719",618801
"73720",618828
"73721",618837
"73722",618841
"73723",618845
"73724",618847
"73725",618883
"73726",618890
"73727",618893
"73728",618916
"73729",618954
"73730",618955
"73731",618974
"73732",618976
"73733",618986
"73734",619013
"73735",619016
"73736",619028
"73737",619033
"73738",619044
"73739",619058
"73740",619062
"73741",619064
"73742",619075
"73743",619096
"73744",619102
"73745",619107
"73746",619109
"73747",619128
"73748",619150
"73749",619152
"73750",619154
"73751",619155
"73752",619163
"73753",619165
"73754",619180
"73755",619199
"73756",619200
"73757",619202
"73758",619225
"73759",619242
"73760",619243
"73761",619257
"73762",619262
"73763",619265
"73764",619267
"73765",619273
"73766",619281
"73767",619292
"73768",619301
"73769",619317
"73770",619318
"73771",619332
"73772",619333
"73773",619341
"73774",619342
"73775",619350
"73776",619362
"73777",619367
"73778",619382
"73779",619390
"73780",619393
"73781",619394
"73782",619395
"73783",619400
"73784",619416
"73785",619430
"73786",619449
"73787",619455
"73788",619460
"73789",619462
"73790",619465
"73791",619467
"73792",619479
"73793",619488
"73794",619493
"73795",619501
"73796",619519
"73797",619537
"73798",619540
"73799",619564
"73800",619579
"73801",619581
"73802",619586
"73803",619596
"73804",619606
"73805",619617
"73806",619618
"73807",619621
"73808",619638
"73809",619644
"73810",619647
"73811",619669
"73812",619671
"73813",619680
"73814",619681
"73815",619682
"73816",619704
"73817",619725
"73818",619727
"73819",619728
"73820",619747
"73821",619748
"73822",619810
"73823",619811
"73824",619815
"73825",619819
"73826",619826
"73827",619828
"73828",619842
"73829",619867
"73830",619880
"73831",619881
"73832",619882
"73833",619884
"73834",619893
"73835",619894
"73836",619906
"73837",619909
"73838",619935
"73839",619945
"73840",619946
"73841",619954
"73842",619959
"73843",619965
"73844",619977
"73845",619989
"73846",619997
"73847",619998
"73848",620006
"73849",620017
"73850",620041
"73851",620044
"73852",620063
"73853",620080
"73854",620084
"73855",620086
"73856",620116
"73857",620119
"73858",620169
"73859",620172
"73860",620173
"73861",620174
"73862",620196
"73863",620198
"73864",620201
"73865",620213
"73866",620215
"73867",620218
"73868",620224
"73869",620229
"73870",620235
"73871",620240
"73872",620241
"73873",620245
"73874",620251
"73875",620256
"73876",620257
"73877",620260
"73878",620265
"73879",620279
"73880",620293
"73881",620307
"73882",620312
"73883",620319
"73884",620326
"73885",620328
"73886",620329
"73887",620333
"73888",620342
"73889",620347
"73890",620357
"73891",620358
"73892",620368
"73893",620371
"73894",620377
"73895",620380
"73896",620394
"73897",620419
"73898",620436
"73899",620439
"73900",620441
"73901",620446
"73902",620471
"73903",620473
"73904",620475
"73905",620500
"73906",620502
"73907",620505
"73908",620513
"73909",620529
"73910",620536
"73911",620539
"73912",620545
"73913",620546
"73914",620553
"73915",620561
"73916",620565
"73917",620567
"73918",620572
"73919",620574
"73920",620582
"73921",620584
"73922",620585
"73923",620586
"73924",620593
"73925",620598
"73926",620622
"73927",620625
"73928",620634
"73929",620642
"73930",620648
"73931",620652
"73932",620661
"73933",620662
"73934",620664
"73935",620665
"73936",620666
"73937",620678
"73938",620682
"73939",620685
"73940",620686
"73941",620694
"73942",620702
"73943",620715
"73944",620722
"73945",620735
"73946",620736
"73947",620739
"73948",620745
"73949",620747
"73950",620748
"73951",620761
"73952",620774
"73953",620778
"73954",620781
"73955",620792
"73956",620810
"73957",620837
"73958",620841
"73959",620843
"73960",620854
"73961",620863
"73962",620865
"73963",620866
"73964",620878
"73965",620908
"73966",620909
"73967",620924
"73968",620926
"73969",620943
"73970",620947
"73971",620953
"73972",620954
"73973",620964
"73974",620968
"73975",620970
"73976",620982
"73977",620988
"73978",621026
"73979",621033
"73980",621045
"73981",621065
"73982",621074
"73983",621075
"73984",621082
"73985",621091
"73986",621095
"73987",621135
"73988",621139
"73989",621143
"73990",621149
"73991",621156
"73992",621170
"73993",621174
"73994",621179
"73995",621185
"73996",621197
"73997",621204
"73998",621233
"73999",621259
"74000",621260
"74001",621272
"74002",621286
"74003",621293
"74004",621302
"74005",621311
"74006",621312
"74007",621319
"74008",621332
"74009",621344
"74010",621363
"74011",621380
"74012",621382
"74013",621394
"74014",621396
"74015",621403
"74016",621420
"74017",621461
"74018",621465
"74019",621468
"74020",621493
"74021",621495
"74022",621496
"74023",621504
"74024",621519
"74025",621529
"74026",621533
"74027",621536
"74028",621552
"74029",621568
"74030",621584
"74031",621607
"74032",621608
"74033",621612
"74034",621650
"74035",621654
"74036",621661
"74037",621664
"74038",621670
"74039",621671
"74040",621684
"74041",621703
"74042",621705
"74043",621716
"74044",621729
"74045",621738
"74046",621742
"74047",621751
"74048",621763
"74049",621768
"74050",621769
"74051",621772
"74052",621775
"74053",621777
"74054",621800
"74055",621814
"74056",621822
"74057",621824
"74058",621841
"74059",621842
"74060",621843
"74061",621849
"74062",621852
"74063",621854
"74064",621861
"74065",621864
"74066",621881
"74067",621892
"74068",621923
"74069",621926
"74070",621938
"74071",621961
"74072",621962
"74073",621971
"74074",621980
"74075",621993
"74076",622000
"74077",622011
"74078",622012
"74079",622013
"74080",622015
"74081",622018
"74082",622021
"74083",622022
"74084",622032
"74085",622047
"74086",622066
"74087",622085
"74088",622091
"74089",622094
"74090",622098
"74091",622101
"74092",622113
"74093",622125
"74094",622143
"74095",622154
"74096",622156
"74097",622161
"74098",622185
"74099",622200
"74100",622204
"74101",622214
"74102",622215
"74103",622227
"74104",622228
"74105",622230
"74106",622231
"74107",622238
"74108",622264
"74109",622277
"74110",622281
"74111",622284
"74112",622300
"74113",622306
"74114",622307
"74115",622315
"74116",622334
"74117",622337
"74118",622354
"74119",622362
"74120",622368
"74121",622370
"74122",622384
"74123",622392
"74124",622394
"74125",622395
"74126",622404
"74127",622432
"74128",622448
"74129",622471
"74130",622472
"74131",622473
"74132",622474
"74133",622486
"74134",622496
"74135",622501
"74136",622503
"74137",622527
"74138",622532
"74139",622544
"74140",622561
"74141",622588
"74142",622612
"74143",622614
"74144",622650
"74145",622660
"74146",622679
"74147",622683
"74148",622684
"74149",622688
"74150",622690
"74151",622706
"74152",622738
"74153",622741
"74154",622747
"74155",622748
"74156",622763
"74157",622779
"74158",622790
"74159",622797
"74160",622819
"74161",622824
"74162",622826
"74163",622827
"74164",622830
"74165",622834
"74166",622850
"74167",622858
"74168",622859
"74169",622872
"74170",622880
"74171",622886
"74172",622894
"74173",622911
"74174",622912
"74175",622915
"74176",622916
"74177",622925
"74178",622930
"74179",622934
"74180",622951
"74181",622963
"74182",622978
"74183",622988
"74184",622994
"74185",623001
"74186",623004
"74187",623014
"74188",623029
"74189",623034
"74190",623038
"74191",623053
"74192",623057
"74193",623098
"74194",623120
"74195",623125
"74196",623131
"74197",623146
"74198",623166
"74199",623186
"74200",623189
"74201",623215
"74202",623229
"74203",623238
"74204",623246
"74205",623269
"74206",623285
"74207",623289
"74208",623292
"74209",623297
"74210",623305
"74211",623310
"74212",623318
"74213",623324
"74214",623325
"74215",623334
"74216",623345
"74217",623368
"74218",623369
"74219",623391
"74220",623411
"74221",623419
"74222",623425
"74223",623437
"74224",623443
"74225",623445
"74226",623453
"74227",623477
"74228",623495
"74229",623497
"74230",623502
"74231",623505
"74232",623507
"74233",623518
"74234",623523
"74235",623535
"74236",623536
"74237",623545
"74238",623549
"74239",623552
"74240",623570
"74241",623576
"74242",623581
"74243",623583
"74244",623587
"74245",623591
"74246",623596
"74247",623597
"74248",623602
"74249",623614
"74250",623654
"74251",623673
"74252",623679
"74253",623681
"74254",623685
"74255",623710
"74256",623728
"74257",623729
"74258",623730
"74259",623731
"74260",623736
"74261",623742
"74262",623745
"74263",623751
"74264",623769
"74265",623772
"74266",623776
"74267",623783
"74268",623790
"74269",623799
"74270",623800
"74271",623812
"74272",623828
"74273",623832
"74274",623839
"74275",623845
"74276",623884
"74277",623892
"74278",623899
"74279",623903
"74280",623908
"74281",623916
"74282",623930
"74283",623953
"74284",623959
"74285",623982
"74286",623990
"74287",623992
"74288",623996
"74289",623999
"74290",624003
"74291",624008
"74292",624012
"74293",624017
"74294",624020
"74295",624038
"74296",624046
"74297",624070
"74298",624077
"74299",624082
"74300",624087
"74301",624096
"74302",624098
"74303",624107
"74304",624117
"74305",624130
"74306",624139
"74307",624154
"74308",624167
"74309",624169
"74310",624176
"74311",624181
"74312",624184
"74313",624189
"74314",624195
"74315",624215
"74316",624217
"74317",624222
"74318",624227
"74319",624231
"74320",624248
"74321",624251
"74322",624257
"74323",624285
"74324",624286
"74325",624291
"74326",624296
"74327",624300
"74328",624308
"74329",624345
"74330",624348
"74331",624349
"74332",624362
"74333",624367
"74334",624372
"74335",624376
"74336",624380
"74337",624381
"74338",624385
"74339",624411
"74340",624416
"74341",624421
"74342",624438
"74343",624442
"74344",624448
"74345",624456
"74346",624471
"74347",624481
"74348",624483
"74349",624488
"74350",624493
"74351",624494
"74352",624495
"74353",624505
"74354",624517
"74355",624522
"74356",624530
"74357",624541
"74358",624557
"74359",624558
"74360",624560
"74361",624570
"74362",624580
"74363",624581
"74364",624588
"74365",624596
"74366",624608
"74367",624624
"74368",624625
"74369",624648
"74370",624650
"74371",624655
"74372",624656
"74373",624677
"74374",624685
"74375",624689
"74376",624702
"74377",624706
"74378",624737
"74379",624745
"74380",624755
"74381",624762
"74382",624763
"74383",624777
"74384",624781
"74385",624793
"74386",624811
"74387",624815
"74388",624830
"74389",624832
"74390",624840
"74391",624857
"74392",624867
"74393",624869
"74394",624872
"74395",624881
"74396",624889
"74397",624894
"74398",624901
"74399",624908
"74400",624931
"74401",624940
"74402",624944
"74403",624954
"74404",624957
"74405",624960
"74406",624976
"74407",624993
"74408",624999
"74409",625015
"74410",625018
"74411",625021
"74412",625024
"74413",625027
"74414",625041
"74415",625047
"74416",625058
"74417",625061
"74418",625064
"74419",625065
"74420",625070
"74421",625080
"74422",625084
"74423",625087
"74424",625093
"74425",625103
"74426",625127
"74427",625129
"74428",625133
"74429",625146
"74430",625149
"74431",625171
"74432",625174
"74433",625177
"74434",625181
"74435",625188
"74436",625200
"74437",625206
"74438",625207
"74439",625229
"74440",625241
"74441",625246
"74442",625266
"74443",625271
"74444",625282
"74445",625305
"74446",625310
"74447",625313
"74448",625322
"74449",625329
"74450",625336
"74451",625349
"74452",625370
"74453",625372
"74454",625380
"74455",625385
"74456",625416
"74457",625420
"74458",625434
"74459",625439
"74460",625451
"74461",625464
"74462",625488
"74463",625492
"74464",625501
"74465",625504
"74466",625506
"74467",625524
"74468",625547
"74469",625555
"74470",625559
"74471",625563
"74472",625572
"74473",625589
"74474",625625
"74475",625632
"74476",625648
"74477",625652
"74478",625653
"74479",625654
"74480",625657
"74481",625663
"74482",625667
"74483",625671
"74484",625676
"74485",625681
"74486",625685
"74487",625694
"74488",625696
"74489",625707
"74490",625713
"74491",625723
"74492",625746
"74493",625749
"74494",625795
"74495",625807
"74496",625808
"74497",625814
"74498",625816
"74499",625819
"74500",625823
"74501",625827
"74502",625831
"74503",625837
"74504",625852
"74505",625862
"74506",625875
"74507",625882
"74508",625897
"74509",625902
"74510",625917
"74511",625920
"74512",625936
"74513",625937
"74514",625941
"74515",625943
"74516",625947
"74517",625963
"74518",625968
"74519",625974
"74520",625991
"74521",625993
"74522",625997
"74523",626003
"74524",626008
"74525",626015
"74526",626019
"74527",626055
"74528",626082
"74529",626083
"74530",626093
"74531",626099
"74532",626113
"74533",626118
"74534",626122
"74535",626139
"74536",626148
"74537",626158
"74538",626159
"74539",626165
"74540",626180
"74541",626189
"74542",626200
"74543",626206
"74544",626210
"74545",626220
"74546",626223
"74547",626240
"74548",626242
"74549",626255
"74550",626269
"74551",626308
"74552",626318
"74553",626322
"74554",626323
"74555",626329
"74556",626330
"74557",626332
"74558",626334
"74559",626336
"74560",626340
"74561",626345
"74562",626359
"74563",626364
"74564",626372
"74565",626373
"74566",626380
"74567",626383
"74568",626400
"74569",626404
"74570",626405
"74571",626439
"74572",626459
"74573",626460
"74574",626467
"74575",626470
"74576",626489
"74577",626501
"74578",626506
"74579",626510
"74580",626518
"74581",626519
"74582",626527
"74583",626534
"74584",626546
"74585",626547
"74586",626559
"74587",626561
"74588",626563
"74589",626568
"74590",626575
"74591",626582
"74592",626590
"74593",626611
"74594",626638
"74595",626646
"74596",626648
"74597",626655
"74598",626671
"74599",626679
"74600",626708
"74601",626711
"74602",626732
"74603",626759
"74604",626763
"74605",626776
"74606",626777
"74607",626785
"74608",626786
"74609",626790
"74610",626797
"74611",626802
"74612",626807
"74613",626821
"74614",626841
"74615",626842
"74616",626861
"74617",626862
"74618",626867
"74619",626895
"74620",626897
"74621",626902
"74622",626904
"74623",626909
"74624",626911
"74625",626931
"74626",626943
"74627",626944
"74628",626979
"74629",626995
"74630",627008
"74631",627022
"74632",627033
"74633",627055
"74634",627070
"74635",627077
"74636",627089
"74637",627096
"74638",627097
"74639",627119
"74640",627122
"74641",627125
"74642",627127
"74643",627141
"74644",627142
"74645",627149
"74646",627157
"74647",627173
"74648",627188
"74649",627194
"74650",627214
"74651",627228
"74652",627235
"74653",627238
"74654",627243
"74655",627254
"74656",627261
"74657",627267
"74658",627269
"74659",627292
"74660",627298
"74661",627299
"74662",627302
"74663",627305
"74664",627308
"74665",627309
"74666",627310
"74667",627331
"74668",627343
"74669",627357
"74670",627373
"74671",627388
"74672",627401
"74673",627403
"74674",627418
"74675",627458
"74676",627472
"74677",627478
"74678",627494
"74679",627506
"74680",627513
"74681",627520
"74682",627523
"74683",627526
"74684",627537
"74685",627550
"74686",627553
"74687",627556
"74688",627571
"74689",627573
"74690",627596
"74691",627598
"74692",627603
"74693",627611
"74694",627614
"74695",627625
"74696",627629
"74697",627640
"74698",627643
"74699",627645
"74700",627666
"74701",627670
"74702",627678
"74703",627679
"74704",627687
"74705",627695
"74706",627703
"74707",627705
"74708",627727
"74709",627737
"74710",627742
"74711",627750
"74712",627760
"74713",627763
"74714",627764
"74715",627769
"74716",627781
"74717",627782
"74718",627784
"74719",627805
"74720",627808
"74721",627810
"74722",627814
"74723",627825
"74724",627849
"74725",627868
"74726",627869
"74727",627871
"74728",627874
"74729",627893
"74730",627894
"74731",627898
"74732",627903
"74733",627935
"74734",627943
"74735",627956
"74736",627959
"74737",627961
"74738",627962
"74739",627969
"74740",627978
"74741",627987
"74742",627998
"74743",628015
"74744",628024
"74745",628027
"74746",628058
"74747",628070
"74748",628083
"74749",628086
"74750",628088
"74751",628089
"74752",628099
"74753",628103
"74754",628106
"74755",628117
"74756",628122
"74757",628127
"74758",628144
"74759",628147
"74760",628153
"74761",628154
"74762",628173
"74763",628175
"74764",628176
"74765",628197
"74766",628205
"74767",628216
"74768",628240
"74769",628248
"74770",628258
"74771",628261
"74772",628272
"74773",628290
"74774",628298
"74775",628301
"74776",628302
"74777",628305
"74778",628321
"74779",628322
"74780",628343
"74781",628383
"74782",628384
"74783",628387
"74784",628396
"74785",628402
"74786",628417
"74787",628427
"74788",628432
"74789",628434
"74790",628438
"74791",628457
"74792",628486
"74793",628501
"74794",628502
"74795",628534
"74796",628536
"74797",628539
"74798",628547
"74799",628559
"74800",628564
"74801",628566
"74802",628592
"74803",628596
"74804",628597
"74805",628610
"74806",628614
"74807",628623
"74808",628633
"74809",628648
"74810",628652
"74811",628655
"74812",628660
"74813",628675
"74814",628679
"74815",628687
"74816",628695
"74817",628697
"74818",628700
"74819",628701
"74820",628707
"74821",628711
"74822",628717
"74823",628722
"74824",628729
"74825",628730
"74826",628733
"74827",628742
"74828",628750
"74829",628751
"74830",628756
"74831",628774
"74832",628778
"74833",628794
"74834",628796
"74835",628804
"74836",628807
"74837",628813
"74838",628824
"74839",628825
"74840",628830
"74841",628831
"74842",628835
"74843",628856
"74844",628861
"74845",628867
"74846",628869
"74847",628880
"74848",628881
"74849",628885
"74850",628915
"74851",628926
"74852",628933
"74853",628949
"74854",628953
"74855",628958
"74856",628977
"74857",628981
"74858",628987
"74859",628989
"74860",628991
"74861",628995
"74862",628996
"74863",628997
"74864",629012
"74865",629022
"74866",629038
"74867",629047
"74868",629050
"74869",629053
"74870",629070
"74871",629076
"74872",629077
"74873",629098
"74874",629117
"74875",629156
"74876",629157
"74877",629160
"74878",629174
"74879",629177
"74880",629189
"74881",629191
"74882",629195
"74883",629198
"74884",629217
"74885",629225
"74886",629241
"74887",629249
"74888",629264
"74889",629266
"74890",629277
"74891",629293
"74892",629325
"74893",629327
"74894",629335
"74895",629351
"74896",629355
"74897",629380
"74898",629390
"74899",629397
"74900",629403
"74901",629409
"74902",629413
"74903",629422
"74904",629423
"74905",629426
"74906",629471
"74907",629483
"74908",629487
"74909",629495
"74910",629501
"74911",629505
"74912",629523
"74913",629525
"74914",629538
"74915",629539
"74916",629556
"74917",629561
"74918",629564
"74919",629570
"74920",629580
"74921",629581
